"Device Name","IP Addresses","Status","OS Info","Version","Agent Install Date","Last Contact Date","Queued Deployments"
"\\GSEHD-77KWJM1","161.253.139.178","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","7/15/2010 5:48:21 PM (Local)","9/10/2010 10:06:48 AM (Local)","0"
"\\MLB-KML-HIM106","128.164.87.95","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 4:09:20 PM (Local)","8/18/2010 4:36:47 PM (Local)","15"
"\\B103-PC16","128.164.86.205","Sleeping","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 1:23:57 AM (Local)","9/10/2010 4:07:43 AM (Local)","0"
"\\GSEHDFW-4S6SXC1","128.164.90.176","Offline","Microsoft Windows XP Professional-SERVICE PACK 3","6.2.3.181","7/12/2010 3:31:14 PM (Local)","9/9/2010 1:43:49 PM (Local)","0"
"\\FWI09-C38DTJ1","192.168.0.5","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 4:18:14 PM (Local)","9/10/2010 9:58:57 AM (Local)","0"
"\\DHP-FXMK1267W","128.164.216.84","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 4:45:01 PM (Local)","9/10/2010 8:54:54 AM (Local)","1"
"\\CMPADM-167LLD1","161.253.140.227","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 3:47:32 PM (Local)","9/10/2010 9:43:30 AM (Local)","0"
"\\SASSSAC-3BC6TK1","128.164.197.92","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 3:54:40 PM (Local)","9/9/2010 8:45:08 PM (Local)","0"
"\\GLSC-LAPTOP16","128.164.103.54","Sleeping","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","7/14/2010 3:51:58 PM (Local)","9/8/2010 8:14:34 AM (Local)","21"
"\\8LWPG51","10.10.0.191","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/14/2010 7:19:43 PM (Local)","8/12/2010 12:37:43 PM (Local)","0"
"\\SPH4-2175K707","128.164.175.108","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","5/25/2010 5:34:34 PM (Local)","9/10/2010 9:45:43 AM (Local)","0"
"\\DUQ0354022","128.164.61.199","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 4:06:10 AM (Local)","9/10/2010 10:23:13 AM (Local)","0"
"\\SASS-8L5YHD1","192.168.1.3","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 3:47:34 PM (Local)","9/10/2010 8:13:37 AM (Local)","0"
"\\GWITTOP-BPJRBM1","161.253.142.82","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/13/2010 10:26:12 AM (Local)","8/20/2010 6:51:34 PM (Local)","0"
"\\HIMMBAC051","128.164.29.158","Sleeping","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/8/2010 2:47:32 PM (Local)","9/9/2010 4:08:36 AM (Local)","20"
"\\VPGCVPG-C96XYJ1","128.164.124.80","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/15/2010 9:20:54 AM (Local)","9/10/2010 9:50:19 AM (Local)","0"
"\\SEAS10104","128.164.157.239","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","6/17/2010 2:13:06 PM (Local)","9/10/2010 8:10:18 AM (Local)","0"
"\\GWU-62724C7E884","128.164.212.233","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/24/2010 12:43:51 PM (Local)","8/24/2010 12:44:10 PM (Local)","0"
"\\ISSIMAGE","192.168.1.2","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 9:10:43 AM (Local)","9/10/2010 9:27:08 AM (Local)","1"
"\\ESC-BLDK","128.164.120.167","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/6/2010 11:06:33 AM (Local)","9/10/2010 8:05:06 AM (Local)","0"
"\\CMPSCO-GK73GN1","161.253.141.204","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","7/19/2010 11:29:00 AM (Local)","9/10/2010 8:07:23 AM (Local)","0"
"\\PHM-LMB-R644","128.164.32.104","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 4:19:48 PM (Local)","9/1/2010 4:45:07 PM (Local)","1"
"\\EVPOBO-CLK7361","128.164.138.138","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 5:04:19 PM (Local)","9/10/2010 7:56:49 AM (Local)","0"
"\\CLASS-561","128.164.34.228","Sleeping","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/9/2010 3:59:44 PM (Local)","9/10/2010 4:06:13 AM (Local)","0"
"\\GWITADA-70YXQF1","128.164.105.145","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/23/2010 12:19:15 PM (Local)","9/10/2010 8:36:42 AM (Local)","0"
"\\MCD-KSD-R615A","128.164.33.76","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 4:43:52 PM (Local)","9/10/2010 9:51:56 AM (Local)","0"
"\\AVAFND-D3SLZ91","128.164.76.38","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 5:26:55 PM (Local)","9/8/2010 11:16:09 AM (Local)","0"
"\\ISSENT-7JT0ZC1","192.168.1.5","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","7/23/2010 8:39:01 PM (Local)","8/30/2010 3:18:35 PM (Local)","0"
"\\GWITADA-941BKM1","161.253.142.111","Offline","Microsoft Windows 7 Enterprise","6.4.2.504","7/20/2010 6:21:55 PM (Local)","9/2/2010 5:53:02 PM (Local)","0"
"\\EVPSLD-6NR6X91","128.164.129.158","Offline","Microsoft Windows XP Professional-Service Pack 3","6.3.2.858","8/26/2010 9:52:57 AM (Local)","8/26/2010 9:53:13 AM (Local)","0"
"\\ESCMXB-BLDK302","128.164.120.83","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/14/2010 6:48:48 AM (Local)","8/27/2010 7:51:17 AM (Local)","17"
"\\CPSGCA-8LVGMB1","10.10.0.209","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/12/2010 12:09:00 PM (Local)","9/10/2010 8:48:07 AM (Local)","0"
"\\GX280590A1","128.164.242.228","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/26/2010 2:15:15 PM (Local)","9/10/2010 10:33:08 AM (Local)","0"
"\\ISSLAB-5GPL5J1","128.164.103.122","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 9:17:33 AM (Local)","9/10/2010 10:14:46 AM (Local)","0"
"\\CMPPAY-JB09LH1","161.253.141.125","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","6/14/2010 3:30:22 PM (Local)","9/10/2010 8:07:47 AM (Local)","0"
"\\CCAPHY-30VWCF1","128.164.247.177","Offline","Microsoft Windows XP Personal-Service Pack 3","6.3.2.858","6/1/2010 8:09:21 PM (Local)","8/4/2010 12:31:27 PM (Local)","0"
"\\ISSLAB-GYDX0F1","161.253.141.115","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 3:57:02 PM (Local)","9/10/2010 8:52:52 AM (Local)","0"
"\\ESIAGYHMFJ1","127.0.0.1","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/14/2010 10:22:18 AM (Local)","9/10/2010 9:34:19 AM (Local)","0"
"\\FWI09-G38DTJ1","192.168.1.47","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 5:24:34 PM (Local)","9/10/2010 9:04:46 AM (Local)","0"
"\\GWITLAB-VM-NS1Q","192.168.152.128","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/8/2010 10:17:28 AM (Local)","9/10/2010 8:40:41 AM (Local)","0"
"\\DUQ0350004","128.164.60.112","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 4:07:56 AM (Local)","9/10/2010 10:12:59 AM (Local)","0"
"\\EVASIP-60Z8M41","128.164.124.5","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 3:18:26 PM (Local)","9/10/2010 8:03:23 AM (Local)","0"
"\\GSEHD-GMX4T91","192.168.1.3","Idle","Microsoft Windows XP Professional-Service Pack 3, v.3311","6.4.2.420","4/12/2010 7:43:19 PM (Local)","9/10/2010 10:36:52 AM (Local)","0"
"\\GLSS-SPECEPSON","128.164.215.239","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","6/16/2010 2:13:17 PM (Local)","9/10/2010 8:07:09 AM (Local)","0"
"\\VPAAPA-H8347G1","128.164.214.142","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 7:00:20 PM (Local)","9/10/2010 10:22:49 AM (Local)","0"
"\\GLSP-GELMAN124","128.164.215.35","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","7/6/2010 2:12:26 PM (Local)","9/10/2010 8:35:56 AM (Local)","0"
"\\MC-MLBJLTH103W","128.164.87.157","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/23/2010 1:46:20 PM (Local)","9/9/2010 2:18:17 PM (Local)","0"
"\\SEASEMSE-DSS20","128.164.139.208","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","7/13/2010 1:42:52 PM (Local)","9/9/2010 7:52:52 PM (Local)","0"
"\\MCA-DYS-R719","128.164.33.232","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","6/9/2010 5:22:39 PM (Local)","9/10/2010 8:22:17 AM (Local)","0"
"\\GSEHD-4RJ9TJ1","128.164.182.32","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 3:51:53 PM (Local)","9/10/2010 10:09:14 AM (Local)","0"
"\\SASSMC-8ZFJ191","192.168.168.35","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/23/2010 9:41:00 AM (Local)","8/23/2010 10:02:48 AM (Local)","0"
"\\CPSPOL-215A66","128.164.102.58","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","5/13/2010 11:36:36 AM (Local)","9/10/2010 8:29:19 AM (Local)","0"
"\\ESIA8HF6361","128.164.149.236","Offline","Microsoft Windows XP Professional-SERVICE PACK 3","6.4.2.420","8/26/2010 2:16:47 PM (Local)","8/31/2010 9:50:08 PM (Local)","0"
"\\DHP-JXPK1843W","128.164.184.42","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","5/26/2010 12:11:48 PM (Local)","8/4/2010 9:14:33 AM (Local)","5"
"\\CPSAGC-219G7C1","192.168.1.145","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 5:30:06 PM (Local)","9/10/2010 8:54:08 AM (Local)","0"
"\\ANA-ASP-R215","128.164.32.244","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 2:09:40 PM (Local)","9/10/2010 10:34:26 AM (Local)","0"
"\\SASSMC-38GJ191","161.253.42.244","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/23/2010 2:33:31 PM (Local)","8/26/2010 11:07:14 AM (Local)","0"
"\\VPABS-7Q6H191","127.0.0.1","Idle","Microsoft Windows XP Professional-SERVICE PACK 3","6.2.3.181","4/14/2010 10:01:22 AM (Local)","9/10/2010 10:13:01 AM (Local)","0"
"\\SASSSHS-2D03W91","128.164.143.164","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 4:56:47 PM (Local)","9/10/2010 10:14:23 AM (Local)","0"
"\\B103-PC24","128.164.87.200","Sleeping","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/9/2010 2:03:33 PM (Local)","9/10/2010 4:07:30 AM (Local)","3"
"\\ISSCTO-1B5YHD1","161.253.143.72","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 2:33:44 PM (Local)","9/10/2010 8:11:17 AM (Local)","0"
"\\EVPFET-7R3Z9C1","161.253.141.158","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 4:16:23 PM (Local)","9/10/2010 8:03:34 AM (Local)","0"
"\\GLSC-LAPTOP13","128.164.103.152","Sleeping","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","7/16/2010 8:56:30 AM (Local)","9/2/2010 5:37:57 PM (Local)","31"
"\\MC-R713MSDJLSW","128.164.34.171","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/31/2010 8:23:19 AM (Local)","9/10/2010 8:00:24 AM (Local)","1"
"\\NPA-KJW-A2-322","161.253.177.47","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 3:22:08 PM (Local)","9/1/2010 10:11:39 AM (Local)","0"
"\\SASSATH-4BSTW41","128.164.181.47","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/17/2010 10:47:02 AM (Local)","9/10/2010 8:29:25 AM (Local)","0"
"\\GLSS-INSTR300","128.164.213.118","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/24/2010 12:36:03 PM (Local)","9/10/2010 7:42:44 AM (Local)","0"
"\\AC0B104036","128.164.61.41","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 4:06:52 AM (Local)","9/10/2010 10:19:08 AM (Local)","0"
"\\GWITTS-3DHRLB1","128.164.129.131","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/4/2010 3:18:02 PM (Local)","8/16/2010 8:58:58 AM (Local)","0"
"\\CCABIO-BKBKQ41","128.164.245.230","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 4:39:32 PM (Local)","9/10/2010 8:32:42 AM (Local)","0"
"\\B200146018","161.253.147.58","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 4:06:21 AM (Local)","9/10/2010 10:13:23 AM (Local)","0"
"\\ISSENT-VMWARE-","172.16.9.128","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/28/2010 12:40:12 PM (Local)","9/7/2010 3:43:49 PM (Local)","0"
"\\CARRELS-305D","128.164.86.232","Sleeping","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/6/2010 1:23:34 AM (Local)","9/6/2010 4:08:19 AM (Local)","16"
"\\CCAAMS-DGBKQ41","128.164.121.52","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","5/4/2010 4:48:46 PM (Local)","8/26/2010 8:44:03 PM (Local)","0"
"\\EVAORS-G0HCCK1","128.164.120.70","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 4:40:22 PM (Local)","9/9/2010 3:04:33 AM (Local)","0"
"\\CPSGCA-H2KB3H1F","10.10.0.195","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","5/14/2010 4:14:12 PM (Local)","8/26/2010 2:12:36 PM (Local)","0"
"WESHANCOCKSMACBOOK","192.168.1.3","Offline","Apple Mac OS X 10.6.3","6.4283","4/13/2010 10:42:06 PM (Local)","9/9/2010 6:45:55 PM (Local)","0"
"\\MC-RESRWBRB09W","128.164.34.207","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 1:01:29 AM (Local)","9/10/2010 7:13:29 AM (Local)","1"
"\\B200146013","161.253.147.53","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 4:07:09 AM (Local)","9/10/2010 10:12:13 AM (Local)","0"
"\\SEAS10157","128.164.158.3","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","7/20/2010 1:28:26 PM (Local)","9/10/2010 8:21:20 AM (Local)","0"
"\\EVPAIS-JD03W91","128.164.186.108","Idle","Microsoft Windows XP Professional-Service Pack 2","6.3.2.858","4/12/2010 4:47:19 PM (Local)","9/10/2010 10:35:48 AM (Local)","0"
"\\GSEHD-7F9DTJ1","192.168.1.47","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 3:52:57 PM (Local)","9/10/2010 9:37:37 AM (Local)","0"
"\\CPSAGC-20EHZE6","192.168.1.161","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 6:49:10 PM (Local)","9/10/2010 8:53:37 AM (Local)","0"
"\\SASSHP-8RQ0B71","128.164.199.26","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 5:32:56 PM (Local)","9/10/2010 8:34:19 AM (Local)","0"
"\\GLSS-FRONTDESK1","128.164.213.36","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","7/21/2010 1:13:16 PM (Local)","9/10/2010 8:08:00 AM (Local)","0"
"\\SASS-4BSTW41","128.164.181.47","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 4:36:14 PM (Local)","8/17/2010 10:40:14 AM (Local)","0"
"\\GWUPD-GH22V71","128.164.146.220","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/14/2010 4:18:30 PM (Local)","9/8/2010 12:16:31 PM (Local)","0"
"\\CCAATH-H6NCB71","192.168.1.45","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 3:02:46 PM (Local)","9/10/2010 9:24:52 AM (Local)","0"
"\\SASSSAC-61NBJH1","128.164.199.107","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 5:42:17 PM (Local)","9/10/2010 10:13:22 AM (Local)","0"
"\\ESIAGZG2YG1","127.0.0.1","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 4:40:17 PM (Local)","9/10/2010 9:08:04 AM (Local)","0"
"\\EVASIP-CRQZG91","128.164.240.236","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 3:49:38 PM (Local)","9/10/2010 9:22:21 AM (Local)","0"
"\\GLSS-ECKLES1","128.164.181.126","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 4:02:15 PM (Local)","9/10/2010 8:15:03 AM (Local)","0"
"\\EVPRPM-4WNRLB1","192.168.1.3","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","5/23/2010 10:35:46 PM (Local)","9/8/2010 5:18:22 AM (Local)","0"
"\\MC-HSPALWH6172W","128.164.73.53","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/31/2010 10:16:22 AM (Local)","9/10/2010 9:38:12 AM (Local)","0"
"\\6KWPG51","10.10.0.200","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 4:26:46 PM (Local)","8/24/2010 4:15:09 PM (Local)","0"
"\\B103-PC17","128.164.87.204","Sleeping","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 1:23:58 AM (Local)","9/10/2010 4:08:41 AM (Local)","0"
"\\ISSADA-1D1NPC1","127.0.0.1","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/14/2010 9:48:03 AM (Local)","9/10/2010 8:46:25 AM (Local)","0"
"\\CAN-NMH-W208","128.164.31.163","Working","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 7:59:25 PM (Local)","9/10/2010 10:36:17 AM (Local)","1"
"\\GLSS-TJIO","128.164.213.95","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","6/7/2010 12:24:09 PM (Local)","9/8/2010 5:03:37 AM (Local)","2"
"\\MTM-TXP-R731","128.164.33.195","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 5:35:09 PM (Local)","8/31/2010 5:49:00 AM (Local)","0"
"\\SEASCS-BPLBFG1","128.164.157.108","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","7/6/2010 9:39:49 AM (Local)","9/10/2010 9:22:51 AM (Local)","0"
"\\PHY-RAL-R461A","128.164.35.134","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","5/4/2010 3:34:18 PM (Local)","8/31/2010 2:18:06 PM (Local)","0"
"\\SASSHP-HLFNPJ1","128.164.99.116","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","5/11/2010 9:41:44 AM (Local)","8/25/2010 2:21:56 PM (Local)","0"
"\\SASSATH-GJGJ191","128.164.198.226","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","7/31/2010 6:01:39 AM (Local)","9/10/2010 8:01:10 AM (Local)","0"
"\\SASSSHS-","128.164.143.179","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","7/19/2010 8:33:02 AM (Local)","9/10/2010 8:45:26 AM (Local)","0"
"\\GWITLAB-29M19M1","192.168.168.119","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/7/2010 4:24:34 PM (Local)","8/8/2010 10:10:23 AM (Local)","0"
"\\PHY-WBW-R439","128.164.35.65","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 5:08:33 PM (Local)","9/1/2010 8:38:47 AM (Local)","0"
"\\DHP-RLKK1831M","10.0.0.107","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/20/2010 8:47:43 AM (Local)","8/25/2010 4:43:30 PM (Local)","0"
"\\CCALNG-3285ZE5","128.164.241.18","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 9:13:50 AM (Local)","8/27/2010 3:57:57 PM (Local)","0"
"\\GSEHD-31B67B7BA","128.164.182.129","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/2/2010 4:20:59 PM (Local)","9/2/2010 4:40:03 PM (Local)","0"
"\\PCH1-2175K730","128.164.175.225","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/14/2010 9:41:46 AM (Local)","9/8/2010 1:57:39 PM (Local)","0"
"\\GWSBT-5YYKKH1","128.164.99.195","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 4:31:18 PM (Local)","9/6/2010 3:56:42 PM (Local)","0"
"\\EVPTRICE-GWNRLB","128.164.138.162","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","5/24/2010 10:43:51 AM (Local)","9/10/2010 5:03:26 AM (Local)","0"
"\\HIMMBAC044","128.164.29.225","Sleeping","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/7/2010 1:23:04 AM (Local)","9/7/2010 4:08:55 AM (Local)","24"
"\\GLSS-GU","128.164.213.66","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","6/8/2010 1:19:05 PM (Local)","9/10/2010 8:00:49 AM (Local)","0"
"\\GLSS-VCLDSS","161.253.138.74","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/27/2010 2:26:37 PM (Local)","9/10/2010 10:19:23 AM (Local)","6"
"\\CCAUWR-4VP5T91","192.168.1.3","Idle","Microsoft Windows XP Professional-Service Pack 2","6.4.2.420","4/12/2010 3:53:40 PM (Local)","9/10/2010 8:19:36 AM (Local)","0"
"\\VPCVPC-G6KKTH1","128.164.251.128","Offline","Microsoft Windows XP Professional-Service Pack 2","6.4.2.420","9/3/2010 12:29:24 PM (Local)","9/8/2010 12:55:47 PM (Local)","1"
"\\SASSHP-9JFGBM1","128.164.181.187","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","7/24/2010 11:09:36 AM (Local)","9/9/2010 5:30:07 PM (Local)","0"
"\\EVAEVA-HYFJ191","128.164.237.122","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","5/11/2010 3:54:13 PM (Local)","9/10/2010 10:20:22 AM (Local)","0"
"\\RES-XXX-R712","128.164.235.42","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 4:05:23 PM (Local)","9/10/2010 8:01:51 AM (Local)","0"
"\\CCAADM-9FM40M1","128.164.243.75","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","5/10/2010 12:09:00 PM (Local)","9/9/2010 5:59:53 PM (Local)","0"
"\\CCAMPA-DDM5T91","192.168.1.24","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/6/2010 5:26:05 PM (Local)","9/10/2010 4:50:48 AM (Local)","1"
"\\VPERER-9P96FN1","128.164.235.36","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/27/2010 4:37:20 PM (Local)","9/10/2010 9:36:44 AM (Local)","0"
"\\MC-SONMJAH6167W","128.164.73.75","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/2/2010 2:36:59 PM (Local)","9/10/2010 9:16:53 AM (Local)","1"
"\\AC0B104020","128.164.62.59","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/11/2010 4:07:02 AM (Local)","8/11/2010 1:29:11 PM (Local)","0"
"\\SASSATH-7FCMHN1","128.164.198.112","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/1/2010 6:15:30 PM (Local)","9/3/2010 6:04:51 PM (Local)","0"
"\\EVAORS-704J2C1","128.164.83.178","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","6/1/2010 4:38:27 PM (Local)","8/24/2010 10:57:25 AM (Local)","0"
"\\SEASCF-VDI-XP1","128.164.159.99","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/31/2010 8:50:33 AM (Local)","9/3/2010 6:51:14 PM (Local)","1"
"\\ISSLAB-BD5YHD1","161.253.141.137","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 4:08:01 PM (Local)","8/30/2010 3:23:58 PM (Local)","0"
"\\GLSS-CIRCDESK2","128.164.213.40","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/17/2010 2:52:25 PM (Local)","9/10/2010 8:53:34 AM (Local)","0"
"\\SASS-CJTWJ01","128.164.247.27","Idle","Microsoft Windows 2000 Professional-SERVICE PACK 4","6.4.2.420","4/13/2010 6:43:33 PM (Local)","9/10/2010 8:54:33 AM (Local)","0"
"\\SASSVP-BK5YHD1","128.164.233.250","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 3:18:59 PM (Local)","9/10/2010 8:38:08 AM (Local)","0"
"\\SASSMC-50Y6R01","128.164.197.253","Offline","Microsoft Windows XP Professional-SERVICE PACK 3","6.4.2.420","4/12/2010 4:05:49 PM (Local)","8/30/2010 1:33:09 PM (Local)","0"
"\\DUQ0350002","128.164.60.110","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 4:08:06 AM (Local)","9/10/2010 7:56:18 AM (Local)","0"
"\\CPSGCA-CHANGEC3","10.10.0.125","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/27/2010 1:27:42 PM (Local)","8/27/2010 1:32:56 PM (Local)","0"
"\\EVAEVA-JR6J191","128.164.239.131","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","5/12/2010 1:05:37 PM (Local)","8/17/2010 9:58:49 PM (Local)","0"
"\\MC-PHYJCHR439AW","128.164.33.64","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/2/2010 7:43:51 PM (Local)","9/9/2010 10:50:32 AM (Local)","1"
