"Device Name","IP Addresses","Status","OS Info","Version","Agent Install Date","Last Contact Date","Queued Deployments"
"\\ISSENT-79B8J91","128.164.101.227","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 7:43:14 PM (Local)","9/1/2010 12:04:31 PM (Local)","0"
"\\VPABS-JV6J191","127.0.0.1","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 3:03:40 PM (Local)","9/10/2010 9:32:47 AM (Local)","0"
"\\SPH-GXD-R231","128.164.35.49","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 3:30:16 PM (Local)","9/10/2010 10:09:39 AM (Local)","0"
"\\MSD-MMP-R719","128.164.32.131","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/14/2010 7:41:26 AM (Local)","9/10/2010 7:49:22 AM (Local)","0"
"\\SASSMC-78GJ191","161.253.43.242","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/23/2010 1:27:35 PM (Local)","8/26/2010 10:32:55 AM (Local)","0"
"\\DUQ0155027","128.164.62.173","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 4:06:44 AM (Local)","9/10/2010 10:16:54 AM (Local)","0"
"\\BCM-LXD-R531","128.164.33.174","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 5:14:39 PM (Local)","8/30/2010 2:50:58 PM (Local)","0"
"\\ISSTOP-83RLYC1","128.164.104.110","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 4:00:22 PM (Local)","9/10/2010 10:20:46 AM (Local)","0"
"\\CPSGCA-52KB3H1","10.10.0.207","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","5/19/2010 1:07:12 PM (Local)","8/26/2010 4:36:42 PM (Local)","0"
"STASI","10.0.1.3","Offline","Apple Mac OS X 10.5.8 on Intel","6.4283","4/13/2010 9:54:15 PM (Local)","9/8/2010 10:44:35 PM (Local)","0"
"\\MC00G04002","128.164.61.61","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 4:09:29 AM (Local)","9/10/2010 7:42:06 AM (Local)","0"
"\\GSEHD-2B5R3D1","192.168.1.2","Working","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 3:23:23 PM (Local)","9/10/2010 10:27:32 AM (Local)","0"
"\\GWADV-8LH8GC1","128.164.158.135","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/16/2010 11:49:00 AM (Local)","9/9/2010 1:44:13 PM (Local)","0"
"\\GLSC-GELMAN3A13","128.164.213.54","Sleeping","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","7/16/2010 4:01:26 PM (Local)","9/10/2010 7:30:31 AM (Local)","0"
"\\CMPGCS-J4JBRL1","161.253.140.150","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","7/29/2010 10:10:01 AM (Local)","9/10/2010 9:00:31 AM (Local)","0"
"\\GWADV-9BHMRG1","128.164.180.45","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 4:22:22 PM (Local)","9/10/2010 8:38:10 AM (Local)","0"
"\\AVAFND-F3SLZ91","128.164.76.39","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 4:50:19 PM (Local)","9/8/2010 11:11:53 AM (Local)","0"
"\\AH00101008","128.164.183.67","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 4:07:45 AM (Local)","9/10/2010 10:13:24 AM (Local)","0"
"\\GLSS-ETTINGER","128.164.215.81","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","6/23/2010 9:44:32 AM (Local)","9/10/2010 10:13:31 AM (Local)","0"
"\\MC-MTMMEBR726M","128.164.34.163","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","7/14/2010 4:53:48 PM (Local)","9/10/2010 9:11:07 AM (Local)","1"
"\\DHP-ACJK1829W","128.164.185.73","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 5:09:21 PM (Local)","9/10/2010 9:18:30 AM (Local)","0"
"\\ES00B15003","128.164.62.223","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 10:22:21 AM (Local)","9/10/2010 10:22:39 AM (Local)","0"
"\\ISSLAB-5GPP5J1","128.164.243.106","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 5:05:14 PM (Local)","9/10/2010 10:14:56 AM (Local)","0"
"\\ANALAB-043","128.164.29.236","Sleeping","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 1:23:09 AM (Local)","9/10/2010 4:08:34 AM (Local)","23"
"\\GSEHD-67N4491","192.168.1.110","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 6:09:42 PM (Local)","9/9/2010 2:44:26 PM (Local)","0"
"\\VPERER-DP96FN1","128.164.233.226","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","6/27/2010 3:08:55 PM (Local)","9/10/2010 9:23:20 AM (Local)","0"
"\\CPSGCA-B3KB3H11","10.10.0.118","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","5/19/2010 1:00:33 PM (Local)","8/26/2010 4:36:42 PM (Local)","0"
"\\GWUPD-BMVWS81","192.168.168.152","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 5:27:59 PM (Local)","9/1/2010 11:53:32 AM (Local)","0"
"\\B103-PC6","128.164.86.210","Sleeping","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 1:22:28 AM (Local)","9/10/2010 4:08:34 AM (Local)","0"
"\\STORG-1PBR6G1","128.164.196.228","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","7/21/2010 4:53:10 PM (Local)","9/10/2010 9:23:08 AM (Local)","0"
"\\EVPOSM-43VWCH1","10.10.10.210","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/21/2010 2:46:14 PM (Local)","7/27/2010 10:32:25 AM (Local)","0"
"\\ISSTS-90809N9","128.164.200.88","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","5/18/2010 3:50:24 PM (Local)","7/30/2010 12:23:41 PM (Local)","0"
"\\HSP-MTR-W202A","128.164.31.172","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/14/2010 9:39:27 AM (Local)","9/3/2010 8:40:03 AM (Local)","1"
"JBOOK","192.168.0.196","Offline","Apple Mac OS X 10.6.4","6.4283","4/23/2010 9:14:19 PM (Local)","8/14/2010 11:45:36 PM (Local)","0"
"\\ISSADA-BLZ70D1","161.253.143.212","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 9:55:09 PM (Local)","9/10/2010 8:40:59 AM (Local)","0"
"\\MC-HSPBHSH6182W","128.164.73.79","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/2/2010 9:50:24 AM (Local)","9/9/2010 9:11:06 AM (Local)","0"
"\\MTM-JLP-R726","128.164.33.92","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 5:06:05 PM (Local)","8/31/2010 3:01:31 PM (Local)","0"
"\\SASSHWL-BBK6LB1","128.164.197.184","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/23/2010 10:54:28 AM (Local)","9/10/2010 9:17:09 AM (Local)","0"
"\\GWITTOP-0081Z17","128.164.105.97","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","7/8/2010 6:54:30 PM (Local)","9/10/2010 9:10:09 AM (Local)","0"
"\\EVPLOU-4M46KH1","128.164.235.105","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 4:34:17 PM (Local)","9/8/2010 5:05:47 AM (Local)","0"
"\\MC-SPHMDMP807W","128.164.178.176","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/26/2010 11:17:10 AM (Local)","9/10/2010 10:08:58 AM (Local)","1"
"\\ESIA401O8M31Y91","128.164.149.247","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 4:37:49 PM (Local)","9/10/2010 8:02:40 AM (Local)","0"
"\\GLSM-BOUGHIDA","10.0.1.147","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 7:27:21 PM (Local)","8/8/2010 9:16:30 AM (Local)","3"
"\\MC-PCHAADG740W","128.164.175.12","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/10/2010 5:44:15 PM (Local)","9/10/2010 10:16:54 AM (Local)","1"
"\\ANA-TSH-R418","128.164.35.64","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","6/4/2010 11:03:56 AM (Local)","8/27/2010 2:52:26 PM (Local)","1"
"\\CPSAGC-B39G7C1","192.168.1.119","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 5:54:52 PM (Local)","9/10/2010 8:54:12 AM (Local)","0"
"\\OITCAJ-R312","128.164.35.173","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 4:44:41 PM (Local)","9/10/2010 8:44:33 AM (Local)","0"
"\\B200146028","161.253.147.68","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 4:06:47 AM (Local)","9/10/2010 10:13:33 AM (Local)","0"
"\\ANA-AXO-R431","128.164.34.38","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 4:35:45 PM (Local)","8/26/2010 3:00:19 PM (Local)","29"
"\\PRESPIO-2FDPBM1","128.164.101.28","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/4/2010 4:40:45 PM (Local)","8/9/2010 4:43:55 PM (Local)","0"
"\\ISSLAB-451QYC1","161.253.141.108","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 4:29:26 PM (Local)","9/10/2010 9:49:01 AM (Local)","0"
"\\SASS-51RQP31","128.164.181.142","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 3:48:44 PM (Local)","9/10/2010 8:02:57 AM (Local)","0"
"\\BCMSJJ-R530","128.164.34.97","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 4:41:44 PM (Local)","9/2/2010 3:39:07 PM (Local)","2"
"\\DHP-FXMK1267M4","192.168.1.4","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/15/2010 8:52:36 AM (Local)","9/6/2010 12:30:57 PM (Local)","0"
"\\AC0B104001","128.164.62.40","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 4:06:38 AM (Local)","9/10/2010 10:10:57 AM (Local)","0"
"\\GWADV-6V4VXG1","128.164.145.10","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/14/2010 10:40:22 AM (Local)","9/9/2010 10:29:20 AM (Local)","0"
"\\GSEHD-DJXV541","128.164.245.143","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/27/2010 6:01:42 AM (Local)","8/27/2010 6:01:53 AM (Local)","0"
"\\SASSHP-8CK2RL1","128.164.99.57","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","6/2/2010 3:10:02 PM (Local)","9/10/2010 9:34:48 AM (Local)","0"
"\\ISSLAB-7VXYX21","161.253.141.93","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 3:18:54 PM (Local)","9/10/2010 9:05:19 AM (Local)","0"
"\\MC-HSMRDNG320W","128.164.175.193","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/20/2010 5:37:23 PM (Local)","8/23/2010 10:07:01 AM (Local)","15"
"\\CLASS-737","128.164.33.25","Sleeping","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 10:24:07 AM (Local)","9/10/2010 4:08:38 AM (Local)","0"
"\\SASSMC-50GJ191","192.168.168.37","Working","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/9/2010 11:05:31 AM (Local)","9/10/2010 9:10:28 AM (Local)","0"
"\\SEASCE-8D9LV81","128.164.158.216","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 4:44:32 PM (Local)","9/10/2010 10:10:52 AM (Local)","0"
"\\GSEHD-4HQCTJ1","128.164.182.60","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 2:23:14 PM (Local)","9/9/2010 6:06:09 PM (Local)","0"
"\\CCASTA-2P7SXC1","128.164.79.161","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 3:29:41 PM (Local)","9/10/2010 8:55:03 AM (Local)","0"
"\\HOME","69.140.146.202","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/17/2010 5:27:54 PM (Local)","9/5/2010 10:13:19 PM (Local)","0"
"\\BETH","192.168.1.100","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 5:05:54 PM (Local)","9/9/2010 11:07:50 PM (Local)","0"
"\\GWITTOP-3YYVGG1","161.253.152.211","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","6/30/2010 11:57:21 PM (Local)","9/10/2010 9:09:54 AM (Local)","0"
"\\GSEHD-9FM5T91","128.164.182.218","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/3/2010 10:30:57 AM (Local)","9/10/2010 9:43:26 AM (Local)","0"
"\\HSP-LJP-H6163A","128.164.73.72","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 3:06:36 PM (Local)","8/31/2010 1:51:01 PM (Local)","3"
"\\ISSSTS-1SY8QJ1","161.253.105.182","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/23/2010 11:20:06 AM (Local)","8/11/2010 2:55:32 PM (Local)","0"
"\\FWI09-718DTJ1","128.164.181.73","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/15/2010 9:55:16 AM (Local)","9/10/2010 10:04:12 AM (Local)","0"
"\\GSEHD-4C5R3D1","128.164.231.163","Offline","Microsoft Windows XP Professional-SERVICE PACK 2","6.2.3.181","6/14/2010 3:24:59 PM (Local)","8/5/2010 3:33:07 PM (Local)","1"
"\\GWSBIB-5CSD2M1","10.66.127.45","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","7/21/2010 8:24:23 PM (Local)","9/10/2010 8:15:05 AM (Local)","0"
"\\ANALAB-025","128.164.29.124","Sleeping","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 1:23:16 AM (Local)","9/10/2010 4:08:14 AM (Local)","10"
"\\SASSMC-B9GJ191","128.164.197.226","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/23/2010 9:33:28 AM (Local)","9/2/2010 12:09:45 AM (Local)","0"
"\\VPERER-1QP6T91","128.164.171.4","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","7/9/2010 10:59:08 AM (Local)","8/25/2010 9:20:39 AM (Local)","0"
"\\ISSTS-DJ9YYJ1","128.164.104.3","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","5/4/2010 8:33:23 AM (Local)","9/10/2010 10:23:06 AM (Local)","0"
"\\EVPOSM-38B5KC1","127.0.0.1","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/21/2010 2:49:46 PM (Local)","7/28/2010 9:58:34 AM (Local)","0"
"\\CLASS-105","128.164.34.9","Sleeping","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/20/2010 1:39:08 PM (Local)","9/10/2010 3:09:44 AM (Local)","0"
"\\GL0B04F005","128.164.60.176","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/25/2010 4:07:10 AM (Local)","8/25/2010 10:22:42 AM (Local)","0"
"\\GL00B05029","128.164.61.139","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 4:08:41 AM (Local)","9/10/2010 10:21:53 AM (Local)","0"
"\\MC-OBSST5H6218W","172.17.1.85","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/20/2010 11:36:21 AM (Local)","9/10/2010 7:57:10 AM (Local)","0"
"\\DUQ0353019","128.164.62.199","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 4:09:44 AM (Local)","9/10/2010 10:14:42 AM (Local)","0"
"\\GLSS-TSHOOT","128.164.214.172","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 3:11:58 PM (Local)","9/10/2010 10:10:58 AM (Local)","0"
"\\GWITTOP-BXYVGG1","128.164.107.113","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","7/16/2010 10:08:07 AM (Local)","9/10/2010 9:23:57 AM (Local)","0"
"\\MSD-BJM-HIM302","128.164.86.99","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 5:10:31 PM (Local)","8/31/2010 5:25:53 AM (Local)","0"
"\\CMPADM-JD1X9F1","161.253.140.82","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/5/2010 8:31:56 AM (Local)","9/7/2010 11:02:45 AM (Local)","0"
"\\ANALAB-111","128.164.29.88","Sleeping","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 1:22:53 AM (Local)","9/10/2010 4:08:25 AM (Local)","17"
"\\EVAREG-HQKWYJ1","192.168.1.3","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 7:01:17 PM (Local)","9/10/2010 7:00:18 AM (Local)","0"
"\\MC-HSPAMDW203W","128.164.31.168","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/31/2010 9:10:47 AM (Local)","9/10/2010 8:14:41 AM (Local)","0"
"\\ISSCIO-FF5YHD1","161.253.143.167","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 3:05:13 PM (Local)","9/10/2010 7:59:36 AM (Local)","0"
"\\ISSIMG-9172F6Q","128.164.105.172","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","6/9/2010 3:33:42 PM (Local)","9/3/2010 3:26:15 PM (Local)","0"
"\\CLASS-201","128.164.29.142","Sleeping","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 1:24:14 AM (Local)","9/10/2010 4:08:37 AM (Local)","1"
"\\D876TM91","128.164.198.117","Offline","Microsoft Windows XP Professional-SERVICE PACK 2","6.2.3.181","8/16/2010 1:57:54 PM (Local)","8/16/2010 3:59:27 PM (Local)","1"
"\\SASSSHS-7KW05J1","128.164.143.178","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 7:02:12 PM (Local)","9/10/2010 10:05:26 AM (Local)","0"
"\\EOH-JIP-2100M","128.164.76.188","Working","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/14/2010 11:05:32 AM (Local)","9/10/2010 10:34:47 AM (Local)","1"
"\\STORG-5PFR6G1","128.164.196.212","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/30/2010 2:25:59 PM (Local)","9/9/2010 9:44:44 PM (Local)","0"
"\\HSP-ETK-H6185","128.164.73.208","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 9:03:04 AM (Local)","8/30/2010 2:22:58 PM (Local)","2"
"\\MO0102B001","128.164.61.1","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 4:06:28 AM (Local)","9/10/2010 10:09:10 AM (Local)","0"
"\\NPALMA-LPTH6188","192.168.1.54","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 6:50:32 PM (Local)","9/7/2010 2:58:19 AM (Local)","0"
"\\GLSS-602AWEB","128.164.214.148","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 2:22:30 PM (Local)","9/10/2010 9:51:33 AM (Local)","0"
"\\THE-DA42783038D","128.164.148.153","Working","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/30/2010 11:49:34 AM (Local)","9/10/2010 10:35:39 AM (Local)","0"
"\\EVPCSH-5TF1JK1","128.164.239.74","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 3:49:09 PM (Local)","9/3/2010 3:21:03 PM (Local)","0"
"\\FWI2010-5DW5RL1","128.164.182.94","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","6/9/2010 11:33:06 AM (Local)","9/10/2010 8:52:05 AM (Local)","0"
"\\PAT-MKR-R608","128.164.34.210","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 7:47:31 PM (Local)","9/10/2010 8:38:45 AM (Local)","0"
"\\VPHRHR-1WD7KM1","128.164.120.104","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","6/28/2010 11:06:52 AM (Local)","9/10/2010 7:58:56 AM (Local)","0"
"\\MC-MLBTPHL105AW","128.164.86.150","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","7/15/2010 7:22:10 PM (Local)","9/10/2010 8:07:39 AM (Local)","0"
"\\GLSS-GIANELLI","128.164.213.148","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/23/2010 3:55:05 PM (Local)","9/10/2010 8:13:54 AM (Local)","1"
"\\GWUPD-HN0PXC1","128.164.146.21","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","7/29/2010 3:32:31 PM (Local)","8/8/2010 12:11:37 PM (Local)","0"
"\\STATION6","128.164.182.196","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 4:52:53 PM (Local)","9/10/2010 9:14:02 AM (Local)","0"
"\\VPABS-3FYNXC1","128.164.227.190","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/15/2010 5:17:09 PM (Local)","9/10/2010 9:50:23 AM (Local)","0"
"\\CPSAGC-20GGZE6","192.168.1.110","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 4:56:08 PM (Local)","9/10/2010 9:01:31 AM (Local)","0"
"\\EVAREG-C1XJ4G1","128.164.232.157","Idle","Microsoft Windows XP Professional-Service Pack 2","6.4.2.420","4/16/2010 8:39:58 AM (Local)","9/10/2010 8:12:22 AM (Local)","0"
"\\EVAORS-HD0HTK1","128.164.83.122","Working","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 5:38:03 PM (Local)","9/10/2010 10:36:24 AM (Local)","0"
"\\GWU-D8FEE07DDA6","128.164.212.92","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/10/2010 5:32:57 PM (Local)","8/10/2010 5:32:57 PM (Local)","0"
"\\ANTCCS","128.164.35.158","Working","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/23/2010 4:43:09 PM (Local)","9/10/2010 10:34:15 AM (Local)","0"
"\\GWITADA-93DYRM1","161.253.143.199","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","7/12/2010 4:46:52 PM (Local)","9/9/2010 2:36:34 PM (Local)","0"
"\\GLSS-603A02","128.164.214.128","Offline","Microsoft Windows XP Professional-Service Pack 2","6.4.2.420","5/25/2010 4:35:10 PM (Local)","8/3/2010 3:39:41 PM (Local)","10"
"\\SASSSFA-BM8TDG1","128.164.106.106","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 2:21:47 PM (Local)","9/10/2010 9:38:10 AM (Local)","0"
"\\MC-SPHJLPR231W","128.164.34.237","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/2/2010 2:24:45 PM (Local)","9/10/2010 10:10:26 AM (Local)","1"
"\\GSEHD-G8NCB71","128.164.182.217","Offline","Microsoft Windows XP Professional-Service Pack 2","6.4.2.420","4/20/2010 8:54:14 AM (Local)","8/16/2010 12:34:13 PM (Local)","1"
"\\SASSDOS-1CQ7PJ1","128.164.232.194","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/10/2010 9:01:27 AM (Local)","9/10/2010 7:57:53 AM (Local)","0"
"\\SASSSAC-3B09771","128.164.196.128","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 4:30:40 PM (Local)","9/10/2010 9:52:11 AM (Local)","0"
"\\MC-MTMHDSR727W","128.164.33.213","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/1/2010 8:40:14 AM (Local)","9/10/2010 9:58:20 AM (Local)","0"
"\\ESIAHSV8GK1","127.0.0.1","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/26/2010 1:49:57 PM (Local)","9/10/2010 9:24:34 AM (Local)","0"
"\\CMPCPO-CHHM3K1","128.164.229.220","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/14/2010 9:09:18 AM (Local)","8/2/2010 4:16:13 PM (Local)","0"
"\\SWIPE-00D350-1","128.164.60.103","Offline","Microsoft Windows XP Professional-Service Pack 2","6.3.2.858","9/8/2010 9:10:42 PM (Local)","8/22/2010 4:03:27 AM (Local)","1"
"\\SASSPS-TBD","128.164.234.207","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 3:07:23 PM (Local)","9/10/2010 8:19:50 AM (Local)","0"
"CCALNG-31RYZE5","128.164.241.31","Offline","Apple Mac OS X 10.5.8 on Intel","6.4185","8/13/2010 4:54:15 PM (Local)","8/27/2010 12:50:26 PM (Local)","1"
"\\MC-ANATGSR431W","128.164.33.234","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","8/27/2010 7:12:32 AM (Local)","9/10/2010 10:01:13 AM (Local)","0"
"\\ISSTOP-C51QYC1","128.164.104.104","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/12/2010 2:59:47 PM (Local)","9/9/2010 5:31:27 PM (Local)","0"
"\\RES-AMM-RB12","128.164.34.150","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/15/2010 5:48:04 AM (Local)","9/10/2010 6:06:35 AM (Local)","1"
"\\FN00208T01","128.164.62.20","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/4/2010 4:08:26 AM (Local)","9/10/2010 10:10:24 AM (Local)","0"
"\\DUQ0354004","128.164.61.181","Idle","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","9/10/2010 4:06:03 AM (Local)","9/10/2010 10:16:17 AM (Local)","0"
"\\ESIA302N801CQ01","128.164.148.216","Offline","Microsoft Windows 2000 Professional-SERVICE PACK 4","6.4.2.420","4/12/2010 2:13:52 PM (Local)","9/1/2010 1:38:44 PM (Local)","0"
"\\D66Z7RH1","161.253.156.123","Offline","Microsoft Windows XP Professional-SERVICE PACK 3","6.2.3.181","7/30/2010 11:29:51 AM (Local)","9/9/2010 6:23:10 PM (Local)","0"
"\\PHM-RSD-R434","128.164.35.216","Offline","Microsoft Windows XP Professional-Service Pack 3","6.4.2.420","4/13/2010 9:20:39 AM (Local)","9/9/2010 9:00:39 AM (Local)","1"
"\\EVASIP-2MJG5D1","128.164.239.57","Offline","Microsoft Windows XP Personal-Service Pack 2","6.3.2.858","7/8/2010 2:52:04 PM (Local)","8/3/2010 1:37:06 PM (Local)","1"
